object_number,taxonomy.scientific_name,taxonomy.common_name,preparation,form,field_coll.name,field_coll.place,field_coll.date.start,field_coll.date.end
NH:1905.247.106,"Regulus calendula (Linnaeus, 1766)",ruby-crowned kinglet,skin,,,South America,,
NH:2004.82.1752,"Regulus calendula (Linnaeus, 1766)",ruby-crowned kinglet,skin,,,,,
NH:2004.82.1753,"Regulus calendula (Linnaeus, 1766)",ruby-crowned kinglet,skin,,,,,
NH:2004.82.1761,"Regulus ignicapilla (Temminck, 1820)",firecrest,skin,,,Riviera di Ponente (Italy),,
NH:2004.82.1762,"Regulus ignicapilla (Temminck, 1820)",firecrest,skin,bagged,,Riviera di Ponente (Italy),,
NH:1944.10.1,"Regulus ignicapilla (Temminck, 1820)",firecrest,taxidermy,suspended,,Glengarriff (townland) (Co. Cork),07/12/1943,07/12/1943
NH:1895.170.15,"Regulus madeirensis Harcourt, 1851",Madeira firecrest,skin,,,Madeira (autonomous region),1894-05-02,
NH:1905.145.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skeleton,boxed,,Rathfarnham; Co. Dublin,,
NH:1890.202.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Dublin (city),,
NH:1893.49.51,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Bukowina (ambiguous locality),1892-05-10,
NH:1899.90.15,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Lucan (town) (Co. Dublin),,
NH:1900.7.133,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Inerum Forest; Brunswick,1894-08-13,
NH:1901.14.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Cappagh (Co. Waterford),08/01/1901,
NH:1901.353.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Dublin (city),,
NH:1911.423.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Cappagh (Co. Waterford),1911-12,
NH:1911.69.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Co. Dublin,1911-01,
NH:1913.338.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Kenilworth Road (Rathgar),,
NH:1913.34.220,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Stour Wood,1896-11-21,
NH:1913.34.221,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Dovercourt,1899-04-15,
NH:1913.34.222,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Dovercourt,1898-12-05,
NH:1913.34.223,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Stour Wood,1896-12-05,
NH:1913.34.224,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Hawthorn Cottage; Norwich Road; Ipswich; Suffolk,1899-03-26,
NH:1913.60.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Kilmannock,,
NH:1916.122.408,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Rockabill; Co. Dublin,20/10/1908,
NH:1916.122.409,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Tuskar; Co. Wexford,16/09/1910,
NH:1916.122.410,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Fassaroe,1863,
NH:1916.122.411,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Tuskar; Co. Wexford,1888-09-16,
NH:1916.122.412,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Fassaroe,1863,
NH:1916.122.413,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Inishowen (Co. Derry),31/03/1913,
NH:1916.122.414,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Rathlin Island; Co. Antrim,01/04/1911,
NH:1916.122.415,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Mew Island,1888-08-27,
NH:1916.122.416,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Rathlin Island; Co. Antrim,01/04/1911,
NH:1916.122.417,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,bagged,,Tearaght,1890-09-20,
NH:1916.122.418,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Tuskar; Co. Wexford,16/09/1910,
NH:1916.122.419,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Rockabill; Co. Dublin,1893-09-13,
NH:1916.122.420,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Crookhaven (townland),1888-09-01,
NH:1916.122.421,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Hook Tower,1891-11-06,
NH:1916.122.422,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Inishtrahull Lighthouse,13/11/1908,
NH:1916.122.423,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,South Arklow Lightship,1890-10-20,
NH:1916.122.424,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Tuskar; Co. Wexford,16/09/1910,
NH:1916.128.1000,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull,1894-04-11,
NH:1916.128.1001,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,"Gillespie, G.",Inishtrahull,1893-11,
NH:1916.128.1002,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull,1893-03-19,
NH:1916.128.1003,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Gillespie, G.",Inishtrahull,1892-03-23,
NH:1916.128.1004,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull Lighthouse,1889-09-12,
NH:1916.128.1005,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Murphy, J.H.",Rathlin Island,01/04/1911,
NH:1916.128.1006,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Murphy, J.D.",Vidal Bank Lighthouse,1906-12,
NH:1916.128.2639,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxedbagged,"Sullivan, E.",Fastnet Rock Lighthouse,07/11/1905,
NH:1916.128.2640,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Fastnet Rock,18/11/1910,
NH:1916.128.2641,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Fastnet,07/10/1913,
NH:1916.128.2642,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Ryan, F.",Old Head of Kinsale,1889-09-26,
NH:1916.128.2643,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Old Head of Kinsale,08/04/1910,
NH:1916.128.2644,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Old Head of Kinsale Lighthouse,09/09/1910,
NH:1916.128.2645,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Old Head of Kinsale,28/09/1913,29/09/1913
NH:1916.128.2646,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Ballycotton,1893-10-23,
NH:1916.128.2647,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Coningbeg Lightship,1889-04-09,
NH:1916.128.2648,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Coningbeg Lightship,1890-11-15,
NH:1916.128.2649,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Wall, A.B.",Coningbeg Lightship,1893-10-10,
NH:1916.128.2650,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Wall, A.B.",Coningbeg Lightship,1897-11-05,
NH:1916.128.2651,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Luccan, T.",Coningbeg Lightship,17/04/1906,
NH:1916.128.2652,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Thompson, H.",Barrels Rock Lightship,03/04/1906,
NH:1916.128.2653,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Kennedy, H.",Tuskar,1893-09-03,
NH:1916.128.2654,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Higginbotham, J.",Tuskar Rock,1897-11-21,
NH:1916.128.2655,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Kennedy, E.A.",Tuskar,1899-10-09,
NH:1916.128.2656,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Kennedy, E.A.",Tuskar Rock Lighthouse,13/04/1901,
NH:1916.128.2657,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Sweeny, J.J.",Tuskar Rock Lighthouse,12/10/1901,
NH:1916.128.2658,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,Lyons (Mr),Tuskar,05/05/1907,
NH:1916.128.2659,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Tuskar,16/10/1914,17/10/1914
NH:1916.128.2660,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Byrne, James",Lucifer Shoals Lightship,1897-09-27,
NH:1916.128.2661,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Cullen, Patrick",Blackwater Bank Lightship,1893-09-15,
NH:1916.128.2662,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Luccan, Thomas",Blackwater Bank Lightship,1897-09-29,
NH:1916.128.2663,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Luccan, Thomas",Blackwater Bank Lightship,1898-09-22,
NH:1916.128.2664,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Cullen, P.",Blackwater Bank Lightship,1898-09-13,
NH:1916.128.2665,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Cullen, John",Blackwater Bank Lightship,24/09/1906,
NH:1916.128.2666,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Blackwater Bank Lightship,08/10/1909,
NH:1916.128.2667,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,South Arklow,1893-09-14,
NH:1916.128.2668,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Burdge, S.",South Arklow Lightship,1898-09-18,
NH:1916.128.2669,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Broad, E.",South Arklow Lightship,1898-11-19,
NH:1916.128.2670,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Reilly, J.J.",South Arklow Lightship,02/04/1904,
NH:1916.128.2671,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Wall, A.B.",North Arklow Lightship,1891-04-11,
NH:1916.128.2672,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,North Arklow Lightship,1894-10-02,
NH:1916.128.2673,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Howlin, James",Wicklow Head Lighthouse,1898-09-15,
NH:1916.128.2674,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Gillespie, George",Wicklow Head Lighthouse,1898-09-24,
NH:1916.128.2675,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Wicklow Head Lighthouse,09/09/1913,
NH:1916.128.2676,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Perston, G.",Kish Bank Lightship,1889-10-30,
NH:1916.128.2677,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"O'Brien, J.",Howth Baily,1899-09-13,
NH:1916.128.2678,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,"McKenna, E.J.",Rockabill,1891-04-28,
NH:1916.128.2679,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Rockabill,20/09/1908,
NH:1916.128.2680,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Kennedy, Martin",Rockabill,26/10/1908,
NH:1916.128.2681,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Kennedy, Martin",Rockabill,26/10/1908,
NH:1916.128.2682,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,Hamilton,Rockabill Lighthouse,25/10/1911,
NH:1916.128.2683,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,Hamilton,Rockabill,03/09/1912,
NH:1916.128.2684,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Rockabill,10/10/1913,
NH:1916.128.2685,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Rockabill,16/10/1914,
NH:1916.128.2686,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Widdicombe, R.",Dundalk (town),05/12/1900,
NH:1916.128.2687,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Carlingford Bar Lighthouse,1898-09-15,
NH:1916.128.2688,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Carlingford Bar Lighthouse,1898-09-15,
NH:1916.128.2689,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Cranfield Point Lighthouse,21/03/1913,
NH:1916.128.2690,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Anser, M.",South Rock lightship,1898-10-20,
NH:1916.128.2691,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Cullen, John",South Rock lightship,18/10/1903,
NH:1916.128.2692,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"McCabe, C.H.",Skulmartin lightship,1898-10-20,
NH:1916.128.2693,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"McCabe, C.H.",Skulmartin lightship,23/09/1901,
NH:1916.128.2694,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Staniforth, S.",Mew Island Lighthouse,1897-09-29,
NH:1916.128.2695,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Mew Island,18/09/1901,
NH:1916.128.2696,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Blackhead (Co. Antrim),18/10/1912,
NH:1916.128.2697,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Sole, B.",Maidens South Lighthouse,1890-03-21,1890-03-25
NH:1916.128.2698,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Maidens South,1894-10-08,
NH:1916.128.979,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Ireland,,
NH:1916.128.980,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Beeves Rock Lighthouse,16/09/1907,
NH:1916.128.981,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Maxwell, J.P.",,1898-02-07,1898-02-08
NH:1916.128.982,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Bull Rock Lighthouse,28/09/1902,
NH:1916.128.983,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Twohig, D.D.",Tearaght,08/01/1910,
NH:1916.128.984,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Tearaght,1991,
NH:1916.128.985,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Tearaght Rock,1887-10-22,
NH:1916.128.986,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Staniforth, S.",Aran South Lighthouse,29/03/1902,
NH:1916.128.987,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Duffy, F.W.",Aran South Lighthouse,1898-10-21,
NH:1916.128.988,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Duffy, F.W.",Aran South Lighthouse,1898-10-21,
NH:1916.128.989,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Aran South Lighthouse,1889-09-19,
NH:1916.128.990,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Black Rock Mayo Lighthouse,,
NH:1916.128.991,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"McGinley, P.J.",Black Rock Mayo Lighthouse,1899-10-11,
NH:1916.128.992,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Oyster Island,22/04/1912,
NH:1916.128.993,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Hammond, H.",Arranmore Lighthouse,15/10/1914,
NH:1916.128.994,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull Lighthouse,26/10/1908,
NH:1916.128.995,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull,26/10/1908,
NH:1916.128.996,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull,25/09/1906,
NH:1916.128.997,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Inishtrahull,03/04/1906,
NH:1916.128.998,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Smith, E.J.",Inishtrahull,15/10/1900,
NH:1916.128.999,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,"Gillespie, G.",Inishtrahull,1896-04-09,
NH:1932.4.26,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Rockabill,26/09/1931,
NH:1981.215.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Headfort Demesne,17/11/1981,17/11/1981
NH:2003.52.1916,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,mounted,,,,
NH:2004.82.1754,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Dublin (city),,
NH:2004.82.1757,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,,1892-10-19,05/04/1946
NH:2004.82.1758,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,"Goodson, A.L.",Tring (near),21/03/1936,
NH:2004.82.1760,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Switzerland,1876,
NH:2004.82.1763,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,,,Athlone (town),1865-05,
NH:2008.73.588,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Tory Island,15/10/1929,
NH:2008.73.714,"Regulus regulus (Linnaeus, 1758)",goldcrest,skin,boxed,,Rockabill,17/10/1930,
NH:1899.130.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,taxidermy,dioramamounted,,Co. Dublin,,
NH:1921.139.32,"Regulus regulus (Linnaeus, 1758)",goldcrest,taxidermy,mounted,"Cox, H.L.",Longford (town),1868,
NH:1980.305.1,"Regulus regulus (Linnaeus, 1758)",goldcrest,taxidermy,mounted,,Merrion Row (Dublin 2),01/03/1980,31/05/1980
NH:2006.12.1366,"Regulus regulus (Linnaeus, 1758)",goldcrest,taxidermy,mounted,,Bray,,
NH:1911.418,"Regulus regulus (Linnaeus, 1758)",goldcrest,,,,Loughgall (townland) (Co. Armagh),,
NH:1930.25.1,Regulus regulus anglorum Hartert,,skeleton,boxed,,Malahide,16/03/1930,
NH:1938.161,Regulus regulus anglorum Hartert,,skeleton,,,St Anne's Park,,
NH:1947.4.82,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,14/04/1912,
NH:1947.4.83,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,24/09/1911,
NH:1947.4.84,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,13/04/1912,
NH:1947.4.85,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,13/04/1912,
NH:1947.4.86,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,06/11/1912,
NH:1947.4.87,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,17/09/1911,
NH:1947.4.88,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,12/09/1912,
NH:1947.4.89,Regulus regulus anglorum Hartert,,skin,,,Tuskar; Co. Wexford,16/04/1912,
NH:1947.4.90,Regulus regulus anglorum Hartert,,skin,bagged,,Tuskar; Co. Wexford,19/09/1912,
NH:1947.4.91,Regulus regulus anglorum Hartert,,skin,bagged,,Tuskar; Co. Wexford,18/04/1912,
NH:1947.4.92,Regulus regulus anglorum Hartert,,skin,bagged,,Tuskar; Co. Wexford,19/09/1912,
NH:1959.26.1,Regulus regulus anglorum Hartert,,skin,,Data available,Castlebar (town),29/11/1959,29/11/1959
NH:1989.27.10,Regulus regulus anglorum Hartert,,skin,boxed,Data available,Inishtrahull,05/04/1941,
NH:2004.82.1755,Regulus regulus anglorum Hartert,,skin,,,Inishtrahull Lighthouse,27/03/1952,
NH:2004.82.1756,Regulus regulus anglorum Hartert,,skin,,,Fastnet Lighthouse,11/10/1951,
NH:2004.82.1759,Regulus regulus anglorum Hartert,,skin,,,Tring (near),20/01/1937,
NH:2008.73.653,Regulus regulus anglorum Hartert,,skin,boxed,,Skellig Lighthouse,06/12/1927,
NH:1968.48.1,Regulus regulus regulus (Linnaeus),,skin,,,Knocknarea,01/09/1967,30/09/1967
NH:1886.35.1,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Amelia,1878-01-08,
NH:1886.35.2,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Amelia,1877-12-19,
NH:1886.35.3,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Amelia,1877-12-02,
NH:1886.35.4,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,bagged,,Amelia,1877-12-19,
NH:2004.82.1748,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Halifax (Nova Scotia),,
NH:2004.82.1749,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Province of British Columbia (province),1859-11-24,
NH:2004.82.1750,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Vancouver,,
NH:2004.82.1751,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,skin,,,Halifax (Nova Scotia),,
NH:1923.77,"Regulus satrapa Lichtenstein, 1823",golden-crowned kinglet,,,,Killiney (Co. Dublin),,
NH:1895.170.16,"Regulus teneriffae Seebohm, 1883",Canary Islands kinglet,skin,bagged,,Tenerife,1891-05-21,
NH:1887.2902.679,Reinwardtipicus validus,Orange-backed Woodpecker,skin,,,Seberang Perai (Province Wellesley); Malay Peninsula,,
NH:1887.2903.22,Reinwardtoena reinwardtsi,Great Cuckoo-dove,skin,,,New Guinea,1873-05,1887-10-01
NH:1914.157.1,Reinwardtoena reinwardtsi,Great Cuckoo-dove,skin,,,Pulau Halmahera,1870-05-09,
NH:1888.230.11,Reinwardtoena reinwardtsi (Temm.),Great Cuckoo-dove,skin,,,Waigiou,,
NH:1893.83.37,"Remiz pendulinus (Linnaeus, 1758)",Penduline Tit,skin,,,France (south),1891-05-11,
NH:1910.194.1,"Remiz pendulinus (Linnaeus, 1758)",Penduline Tit,skin,,,Romania,25/05/1908,
NH:1910.194.2,"Remiz pendulinus (Linnaeus, 1758)",Penduline Tit,skin,,,Romania,10/05/1908,
NH:1881.60.1,"Remiz pendulinus caspius (Pelzam, 1870)",,skin,,,Volga River,1878-04,
NH:1893.83.35,"Remiz pendulinus caspius (Pelzam, 1870)",,skin,,,Astrakhan,1890-05-24,
NH:1893.83.36,"Remiz pendulinus caspius (Pelzam, 1870)",,skin,,,Astrakhan,1890-05-30,
NH:2004.79.93,Rhamphastos (?) tocard,Doubtful Toucan,skeleton,boxed,,,,
NH:2004.79.94,Rhamphastos (?) tocard,Doubtful Toucan,skeleton,boxed,,,,
NH:2004.79.97,Rhamphastos (?) tocard,Doubtful Toucan,skeleton,boxed,,,,
NH:2004.79.95,Rhamphastos (?) toco,Toco Toucan,skeleton,boxed,,,,
NH:2004.79.96,Rhamphastos (?) toco,Toco Toucan,skeleton,boxed,,,,
NH:1882.34.1,Rhamphastos sp.,,skeleton,mounted,,South America,,
NH:2004.82.79,Rhamphocaenus melanurus,Long-billed Gnatwren,skin,,,Bahia,,
NH:2004.82.78,Rhamphocaenus rufiventris,Long-billed Gnatwren,skin,,,Guatemala,,
NH:2004.82.89,Rhamphocaenus rufiventris,Long-billed Gnatwren,skin,,,Alta Verapaz,,
NH:1887.2903.93,"Rhamphococcyx calyorhynchus (Temminck, 1825)",Celebes Malkoha,skin,,,Sulawesi (island),1871,
NH:2003.51.1668,"Rhamphococcyx calyorhynchus (Temminck, 1825)",Celebes Malkoha,skin,,,Sulawesi (island),,
NH:2008.73.350,Rhamphocoelus jacapa (Linnaeus),Jacapa Tanager,taxidermy,mounted,,South America,,
NH:2003.51.1704,Rhaphidura leucopygialis (Blyth),Silver-rumped Spinetail,skin,,,Sarawak; Borneo,1865,
NH:1945.25,Rhea,,,,,,,
NH:2003.52.364,"Rhea americana (Linnaeus, 1758)",greater rhea,skeleton,mounted,,South America,,
NH:2003.52.365,"Rhea americana (Linnaeus, 1758)",greater rhea,skeleton,mounted,,,,
NH:1899.139.1,"Rhea americana (Linnaeus, 1758)",greater rhea,taxidermy,mounted,Hamilton (Lord),Colebrooke,,
NH:1899.200.1,"Rhea americana (Linnaeus, 1758)",greater rhea,taxidermy,mounted,,,,
NH:1901.251.1,"Rhea americana (Linnaeus, 1758)",greater rhea,taxidermy,mounted,,Brookeborough (village),,
NH:1908.203.1,"Rhea americana (Linnaeus, 1758)",greater rhea,taxidermy,mounted,,Dublin Zoo,19/08/1908,19/08/1908
NH:1887.2903.59,Rhectes jobiensis Meyer,,skin,,"Meyer, A.B. (Dr)",Ausus; Jobi,1873-04,
NH:2004.82.1611,Rhectes uropygialis,,skin,,,Sumatra; New Guinea,,
NH:2003.52.182,Rhinochetus jubatus,Kagu,taxidermy,mounted,,New Caledonia (dependent state),,
NH:2004.82.25,Rhinocrypta lanceolata,Crested Gallito,skin,,,Mendoza,1871-02,
NH:2008.73.524,Rhinocrypta lanceolata,Crested Gallito,skin,,,Mendoza,1871-02,
NH:1904.281.1,Rhinopomastus cyanomelas (Vieill.),Common Scimitarbill,skin,,,Tanganyika,,
NH:1914.13.12,Rhinopomastus cyanomelas (Vieill.),Common Scimitarbill,skin,,,Mombasa,30/03/1913,
NH:2003.51.755,Rhinopomastus cyanomelas (Vieill.),Common Scimitarbill,skin,,,Utjimbinque (?),1866-06-27,
NH:2003.51.488,Rhinoptilus africanus,Double-banded Courser,skin,,,Potchefstroom (?),1876-03-29,
NH:1914.158.1,Rhinoptilus africanus (Tem),Double-banded Courser,skin,,,South Africa,,
NH:2003.51.486,Rhinoptilus chalcopterus,Bronze-winged Courser,skin,,,,,
NH:1904.302.1,Rhinoptilus cinctus emini,,skin,,,Tanganyika,,
NH:1887.2902.820,"Rhinortha chlorophaea (Raffles, 1822)",Raffle's Malkoha,skin,,,Seberang Perai,,
NH:1887.2902.821,"Rhinortha chlorophaea (Raffles, 1822)",Raffle's Malkoha,skin,,,Seberang Perai,,
NH:2003.51.1669,"Rhinortha chlorophaea (Raffles, 1822)",Raffle's Malkoha,skin,,,,,
NH:2003.51.1670,"Rhinortha chlorophaea (Raffles, 1822)",Raffle's Malkoha,skin,,,Sumatra (island),,
NH:2003.51.1671,"Rhinortha chlorophaea (Raffles, 1822)",Raffle's Malkoha,skin,,,Sumatra (island),,
NH:1884.233.8,Rhipidura (?) albofrontata,,skeleton,boxed,,India,,
NH:1925.69.143,Rhipidura albicollis,White-throated Fantail,skin,,"Falkiner, J.M.",Margherita,18/03/1903,
NH:1925.69.605,Rhipidura albicollis,White-throated Fantail,skin,,"Falkiner, J.M.",Margarita; Dibrugarh District; Upper Assam,24/01/1903,
NH:1887.2902.983,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,"Ball, Valentine (CB, FRS)",Kolkata,1872-11,
NH:1887.2902.984,"Rhipidura albicollis (Vieillot, 1818)",White-throated Fantail,skin,,,Tenasserim,,
